MVID,MVNAME,OBO,OPG_DATE,TOTAL_0_UNAIDED AWARENESS,MU25_0_UNAIDED AWARENESS,MO25_0_UNAIDED AWARENESS,FU25_0_UNAIDED AWARENESS,FO25_0_UNAIDED AWARENESS,CAUC_0_UNAIDED AWARENESS,AF-AM_0_UNAIDED AWARENESS,LATINO_0_UNAIDED AWARENESS,ASN_OTHER_0_UNAIDED AWARENESS,TOTAL_0_TOTAL AWARENESS,MU25_0_TOTAL AWARENESS,MO25_0_TOTAL AWARENESS,FU25_0_TOTAL AWARENESS,FO25_0_TOTAL AWARENESS,CAUC_0_TOTAL AWARENESS,AF-AM_0_TOTAL AWARENESS,LATINO_0_TOTAL AWARENESS,ASN_OTHER_0_TOTAL AWARENESS,TOTAL_0_DEFINITE INTERST,MU25_0_DEFINITE INTERST,MO25_0_DEFINITE INTERST,FU25_0_DEFINITE INTERST,FO25_0_DEFINITE INTERST,CAUC_0_DEFINITE INTERST,AF-AM_0_DEFINITE INTERST,LATINO_0_DEFINITE INTERST,ASN_OTHER_0_DEFINITE INTERST,TOTAL_0_FIRST CHOICE,MU25_0_FIRST CHOICE,MO25_0_FIRST CHOICE,FU25_0_FIRST CHOICE,FO25_0_FIRST CHOICE,CAUC_0_FIRST CHOICE,AF-AM_0_FIRST CHOICE,ASN_OTHER_0_FIRST CHOICE,LATINO_0_FIRST CHOICE,TOTAL_0_FC_OP_REL,MU25_0_FC_OP_REL,MO25_0_FC_OP_REL,FU25_0_FC_OP_REL,FO25_0_FC_OP_REL,CAUC_0_FC_OP_REL,AF-AM_0_FC_OP_REL,LATINO_0_FC_OP_REL,ASN_OTHER_0_FC_OP_REL,TOTAL_0_UNAID INTENT,MU25_0_UNAID INTENT,MO25_0_UNAID INTENT,FU25_0_UNAID INTENT,FO25_0_UNAID INTENT,CAUC_0_UNAID INTENT,AF-AM_0_UNAID INTENT,LATINO_0_UNAID INTENT,ASN_OTHER_0_UNAID INTENT,CRITICSCORE,SCRNS,RATING_G,RATING_PG,RATING_PG-13,RATING_R,GENRE_ACTION ADVENTURE,GENRE_ACTION COMEDY,GENRE_ACTION DRAMA,GENRE_FAMILY,GENRE_HORROR,GENRE_HUMN INTST CMDY,GENRE_HUMN INTST DRMA,GENRE_ROMANTIC COMEDY,GENRE_ROMANTIC DRAMA,GENRE_SUSPNS/THRILLER,GENRE_ZANY COMEDY,GENRE_2_HIGH,GENRE_2_LOW,CAST_ANI CAST,CAST_KNOWN CAST,CAST_STAR CAST,CAST_UNKNOWN CAST,SEQUEL_NON-SEQUEL,SEQUEL_SEQUEL,MONTH_1,MONTH_2,MONTH_3,MONTH_4,MONTH_5,MONTH_6,MONTH_7,MONTH_8,MONTH_9,MONTH_10,MONTH_11,MONTH_12,STUDIO_GROUP_BIG,STUDIO_GROUP_SMALL,HowMany_LastWeek,HowMany_ThisWeek,HowMany_NextWeek,LastWeek_Big,LastWeek_Small
63627,Fifty Shades of Black,5900528,1/29/2016,12,12,11,12,13,10,22,13,10,74,70,76,75,77,71,92,74,64,30,31,26,35,28,22,53,33,27,4,3,3,4,6,1,15,0,4,7,7,4,7,9,4,22,5,6,2,1,1,2,3,0,7,3,0,7,2075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,0,0
63631,"Accountant, The",24710273,10/14/2016,19,15,20,17,22,19,17,18,20,77,72,83,68,85,78,76,74,81,45,48,48,36,44,42,51,46,43,10,11,10,5,12,10,6,13,10,13,13,16,5,16,14,6,14,15,4,4,6,2,5,4,3,4,5,51,3332,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,4,0,2
63632,War Dogs (2016),14685305,8/19/2016,17,17,19,14,16,16,19,16,15,71,73,81,65,66,72,67,72,76,37,45,38,32,33,37,36,39,38,6,7,8,5,4,7,7,0,2,7,8,11,5,4,7,7,6,2,3,3,4,3,2,3,3,4,3,60,3258,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,2,0,1
63637,"Circle, The (2017)",9034148,4/28/2017,15,12,14,17,17,15,14,16,13,68,64,71,65,68,68,63,72,71,37,38,36,35,39,38,35,36,35,6,3,6,7,7,7,4,10,4,12,9,14,12,13,14,6,10,19,4,4,3,5,6,5,4,2,8,16,3163,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,1,0,3
63787,Going in Style (2017),11932330,4/7/2017,11,10,12,9,11,11,9,11,13,55,49,66,48,58,57,59,49,50,36,33,37,34,38,35,39,38,31,3,2,3,3,4,3,3,1,4,3,3,4,3,5,4,3,3,3,1,0,2,1,1,1,0,1,2,46,3061,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,1,1,0
63788,Keanu,9453224,4/29/2016,14,13,15,14,12,14,17,13,10,61,61,69,54,58,60,71,57,55,35,43,31,37,31,32,45,39,23,6,9,5,7,4,6,8,5,6,9,12,8,9,7,9,13,7,5,3,5,2,3,3,4,4,3,1,77,2658,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0
63811,Underworld: Blood Wars,13688751,1/6/2017,14,13,16,12,15,13,19,14,12,68,69,77,63,63,64,78,75,62,43,49,45,39,39,39,50,50,43,6,7,7,5,6,5,9,7,7,9,11,11,6,9,7,15,13,8,2,1,3,2,3,2,3,3,1,19,3070,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0
63813,Transformers: The Last Knight,44680073,6/21/2017,39,41,36,39,43,40,45,33,42,95,95,94,95,96,95,93,98,97,44,53,44,39,42,41,58,47,36,11,15,12,6,10,10,16,12,10,20,25,26,12,15,19,25,21,23,9,13,10,6,8,9,9,9,12,15,4069,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,3,1,1
63815,13 Hours: The Secret Soldiers of Benghazi,19224408,1/15/2016,6,7,8,4,7,7,5,4,5,56,57,65,47,56,57,59,55,47,34,38,40,30,31,33,35,40,26,6,4,8,3,4,6,5,5,2,6,5,10,5,6,8,8,4,5,2,2,2,0,2,2,1,0,1,60,2389,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,0,0
63816,"Big Short, The",10531026,12/25/2015,9,9,11,7,9,10,7,8,10,56,55,65,43,62,58,52,52,64,31,28,35,29,31,32,31,26,37,3,4,3,1,4,3,4,2,2,4,4,4,2,4,4,4,2,2,1,1,1,0,1,2,0,0,0,87,1585,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,1,1,0
63873,Split (2017),40010975,1/20/2017,22,22,18,25,21,20,22,23,30,63,66,66,62,58,59,70,70,64,44,43,38,51,45,41,53,48,43,8,8,6,9,7,7,8,10,8,10,11,8,14,10,10,11,13,10,5,6,4,8,5,5,5,7,8,74,3038,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,3,0,2
63874,Insidious: The Last Key,29581355,1/5/2018,16,20,13,22,15,14,22,18,19,69,76,69,77,60,64,77,78,69,41,44,37,46,39,40,49,41,25,9,11,5,14,9,7,15,4,11,13,17,10,19,11,11,20,16,7,5,5,2,10,5,4,8,7,4,33,3116,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,0,1
63875,Daddy's Home (2015),38740203,12/25/2015,18,16,17,21,19,18,20,17,14,77,77,74,74,83,78,81,73,68,43,44,36,46,46,41,51,44,38,7,6,6,8,9,7,10,0,8,7,5,6,9,9,7,9,8,3,3,3,2,4,4,3,5,4,0,29,3271,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,5,1,1,0
63940,Popstar: Never Stop Never Stopping,4698715,6/3/2016,6,7,5,7,5,6,7,6,6,47,52,50,46,43,48,48,49,46,25,27,26,26,22,26,28,24,16,2,2,4,1,1,2,2,0,3,3,3,7,2,3,3,4,4,2,1,0,0,1,1,1,0,0,1,76,2311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,3,2,1,0
63954,"Equalizer 2, The",36011640,7/20/2018,19,15,22,13,21,16,31,19,25,70,66,78,56,69,65,86,69,82,44,45,48,32,44,36,75,49,33,9,7,14,4,8,7,23,12,8,13,12,18,5,12,9,32,10,17,6,2,8,2,7,3,14,6,14,50,3388,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,2,0,0
63997,Pitch Perfect 3,26424890,12/22/2017,19,16,11,34,23,20,16,22,14,87,85,83,93,91,88,90,86,75,37,33,25,60,41,36,34,42,44,9,6,4,20,12,9,7,8,9,11,7,4,25,14,10,10,14,11,5,2,1,11,7,5,4,6,4,31,3447,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,1,1,0
64030,"House, The (2017)",8724795,6/30/2017,15,12,17,13,17,17,13,12,18,64,59,71,54,64,66,64,55,71,33,32,30,38,36,33,32,37,28,4,4,4,5,5,5,1,2,4,7,6,7,7,7,8,2,7,3,3,4,3,1,2,3,1,3,1,18,3134,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,1,0,0
64237,Solo: A Star Wars Story,103016812,5/25/2018,41,39,47,31,40,43,22,47,40,93,95,96,89,91,94,89,96,87,58,67,67,48,48,57,46,66,64,19,20,25,14,15,22,10,13,18,26,31,33,20,19,30,11,28,13,17,20,22,10,13,19,8,19,11,71,4381,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,3,1,1
64242,Friend Request,2002863,9/22/2017,5,4,3,8,7,6,6,2,2,49,53,47,55,47,44,56,60,46,31,36,26,37,31,31,41,35,6,2,3,2,3,1,1,2,0,5,5,4,5,6,4,4,4,8,1,1,1,0,0,1,1,1,1,0,17,2573,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,2,0,1
64294,"Witch, The (2016)",8800230,2/19/2016,9,7,10,10,9,9,11,8,11,53,52,56,53,51,51,55,57,53,37,36,37,42,35,36,43,38,37,4,1,5,5,5,3,4,7,5,6,2,8,6,7,5,4,9,8,1,0,1,1,1,1,2,1,2,89,2046,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,0
64343,Mother's Day (2016),8369184,4/29/2016,13,11,13,14,15,14,11,13,11,64,52,63,66,77,65,63,66,59,33,25,26,34,42,33,28,37,29,7,1,4,7,17,9,6,10,4,8,4,5,8,18,11,3,7,4,3,1,2,3,4,3,1,1,1,22,3035,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0
64345,Jurassic World: Fallen Kingdom,148024610,6/22/2018,47,39,44,46,54,48,31,52,55,96,94,95,96,99,97,92,98,97,64,62,64,66,63,65,58,67,56,25,20,24,20,30,26,15,25,28,32,28,33,28,35,35,18,34,35,20,13,18,18,27,21,13,21,18,51,4475,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,2,1,1
64414,Our Brand is Crisis (2015),3238433,10/30/2015,5,5,6,4,6,5,5,5,7,47,41,54,39,55,49,45,42,51,31,27,31,28,35,32,28,31,21,3,1,4,1,5,3,5,7,4,3,1,4,1,4,3,3,2,4,0,0,0,0,0,0,0,0,0,32,2202,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,2,2,0,4
64436,"Shack, The",16172119,3/3/2017,13,13,12,12,14,14,9,12,11,52,47,51,53,56,54,58,43,42,30,29,25,32,36,31,35,24,25,3,2,3,4,5,5,1,1,4,4,4,4,4,6,5,1,4,1,2,1,1,2,3,3,0,1,2,18,2888,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,1,0,2
64484,Jumanji: Welcome to the Jungle,55307881,12/20/2017,37,43,34,42,36,37,39,41,29,96,94,96,98,96,96,97,96,96,52,58,48,60,49,51,55,56,42,16,19,15,19,14,16,21,6,16,20,24,17,26,17,21,18,21,6,12,14,11,15,11,12,14,15,5,78,3765,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,1,1,0
64486,Baby Driver,20553320,6/28/2017,15,13,16,17,15,16,15,12,19,68,68,70,67,64,65,80,66,69,35,40,31,38,37,35,44,35,23,5,7,5,5,4,6,6,2,3,7,9,7,6,6,7,11,5,5,3,5,2,4,2,3,5,3,2,97,3226,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0
64489,"Star, The",9812674,11/17/2017,12,10,10,12,17,12,13,13,14,49,47,50,45,52,47,55,53,50,37,34,37,37,40,32,45,41,58,3,2,3,3,4,3,5,3,2,5,3,6,5,5,4,6,6,7,2,0,2,1,4,3,2,2,0,55,2837,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,1,0,0
64490,"Shallows, The",16800868,6/24/2016,13,12,11,16,12,13,14,11,8,59,57,61,62,57,61,58,59,46,34,37,36,37,28,32,35,42,31,3,4,2,3,2,4,1,3,1,4,4,3,4,4,4,3,3,3,1,1,2,2,1,1,2,1,1,75,2962,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,3,1,0
64496,Ready Player One,41764050,3/29/2018,24,23,28,23,20,25,17,24,24,68,76,77,67,56,70,63,69,65,44,49,46,44,37,41,44,55,41,10,13,12,9,5,11,5,8,11,15,22,16,15,10,17,10,15,9,7,8,7,8,6,8,4,6,5,74,4234,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,3,4,0,3
64522,Whiskey Tango Foxtrot,7443007,3/4/2016,12,10,13,11,15,12,10,14,14,65,57,72,58,72,66,60,64,63,35,28,36,34,39,35,35,37,18,6,2,6,5,11,8,2,8,5,7,3,9,8,11,9,5,7,5,2,1,2,2,3,3,0,2,0,62,2374,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,3,0,2
64567,Leap!,4730038,8/25/2017,9,8,6,10,12,9,7,10,9,53,53,49,55,55,51,58,55,52,34,27,30,42,37,31,37,43,28,4,2,3,8,4,4,2,7,4,5,3,4,8,6,5,2,6,7,2,1,2,3,4,1,4,4,5,35,2575,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,1
64729,Bad Santa 2,6176680,11/23/2016,17,17,18,16,19,17,19,16,15,86,86,91,80,87,87,86,86,82,42,47,44,39,37,40,52,44,26,10,15,14,8,7,8,14,15,14,12,15,16,9,7,9,17,14,13,4,5,4,3,3,4,5,3,2,23,2920,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,1,1,2
64768,Gold (2017),3471316,1/27/2017,5,5,5,4,6,6,5,5,4,48,46,51,43,51,49,45,49,38,28,30,29,27,29,28,32,31,13,3,1,2,1,5,4,0,0,2,3,3,3,2,3,3,0,3,0,0,0,1,0,0,0,0,1,0,40,2166,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,0,1
64770,Unforgettable (2017),4785431,4/21/2017,9,6,7,9,13,8,9,11,14,57,50,54,51,67,53,65,66,55,30,28,27,29,33,30,37,26,24,2,1,2,2,5,2,3,4,2,4,2,3,3,6,3,6,6,3,1,1,1,1,2,1,1,1,0,26,2417,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,1,1,0
64773,Hacksaw Ridge,15190758,11/4/2016,11,10,11,9,12,11,9,11,10,56,54,69,43,58,58,52,49,62,39,45,40,29,40,39,39,42,31,6,7,8,5,5,7,2,2,6,8,11,9,7,5,9,6,8,4,2,2,2,1,2,3,0,1,1,86,2886,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,3,0,0
64775,"Foreigner, The",13113024,10/13/2017,8,8,9,7,7,6,8,12,16,68,64,77,62,63,65,74,70,78,40,44,43,34,36,35,54,37,61,6,7,6,3,6,4,5,21,5,9,11,11,5,7,8,8,9,19,2,3,2,3,2,2,3,3,4,59,2515,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,5,0,1
64783,Jack Reacher: Never Go Back,22872490,10/21/2016,19,19,23,15,21,19,19,18,24,76,76,88,62,78,76,74,72,83,44,52,48,32,43,43,53,45,34,7,10,10,4,8,9,11,4,4,11,13,15,5,10,11,12,9,14,4,3,6,1,4,4,2,3,3,38,3780,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,4,1,0,1
64816,Dunkirk,50513488,7/21/2017,25,21,30,20,25,30,15,20,21,69,70,78,54,65,71,61,66,76,43,38,49,36,39,44,27,44,53,10,6,15,4,9,12,2,14,6,13,7,19,7,11,15,2,11,20,10,6,15,6,7,12,3,7,11,93,3720,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,2,1,1
64830,Sully,35028301,9/9/2016,21,16,24,18,24,22,18,19,22,80,78,84,76,84,82,84,74,80,46,41,53,37,51,48,37,47,36,15,16,20,9,16,19,10,14,10,21,19,28,17,23,26,9,17,21,7,5,9,5,10,9,3,6,3,82,3525,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,4,3,0,2
64832,Annabelle: Creation,35006404,8/11/2017,18,17,14,26,20,16,22,23,19,70,72,65,80,71,65,79,78,77,37,40,36,47,32,34,44,45,30,8,10,6,14,7,8,8,8,10,11,13,9,17,8,9,13,16,8,6,4,5,9,6,5,6,8,3,67,3502,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,2,0,1
64874,Atomic Blonde,18286420,7/28/2017,17,12,19,17,18,15,23,19,17,72,65,78,67,72,73,66,74,76,40,41,43,36,37,36,54,40,46,7,5,8,7,8,7,10,9,7,10,8,10,11,10,10,11,9,8,5,3,6,3,5,4,8,5,6,75,3304,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,3,1,0
64910,"Belko Experiment, The",4137230,3/17/2017,4,4,5,5,4,4,5,4,5,41,45,46,38,34,40,47,42,35,29,34,26,30,26,28,29,36,26,2,2,1,3,2,1,4,4,3,4,5,3,4,4,3,4,5,5,0,0,0,0,0,0,0,0,0,46,1341,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,1,0
64958,Hidden Figures,22800057,1/6/2017,14,12,12,16,19,13,24,13,15,61,54,56,62,70,55,81,62,59,47,37,39,50,60,43,61,49,39,7,5,3,8,11,6,15,2,7,8,5,5,10,15,7,18,8,4,3,2,2,3,6,2,8,3,3,93,2471,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0
64959,Why Him?,15536420,12/23/2016,16,16,13,17,17,17,13,14,14,65,63,65,64,67,65,61,70,60,39,35,38,43,39,38,38,43,29,5,4,3,7,4,4,4,0,6,6,5,4,8,7,6,4,7,3,2,2,1,3,3,3,1,3,2,40,2917,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,1,1
64966,Father Figures,5479518,12/22/2017,9,7,8,7,13,8,13,7,16,67,60,70,60,71,68,76,64,45,36,41,33,33,37,34,50,30,29,4,4,4,3,4,3,8,9,3,5,6,6,3,5,4,14,3,12,1,1,2,1,1,1,6,0,0,22,2902,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,1,1,0
65042,Ant-Man and the Wasp,75812205,7/6/2018,37,38,39,34,35,36,34,37,47,88,89,92,86,84,88,87,91,84,55,59,59,52,49,53,60,55,60,19,19,25,17,15,20,15,19,21,26,23,31,20,23,26,27,23,30,14,17,17,10,11,14,12,14,19,86,4206,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,2,0,0
65043,Cars 3,53688680,6/16/2017,38,36,33,39,43,41,29,37,32,93,90,92,96,94,94,91,93,87,42,44,39,42,46,41,42,44,47,9,9,9,7,10,11,4,4,8,16,15,15,15,18,17,15,13,17,10,10,9,7,11,11,6,9,9,66,4256,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,4,1,0,2
65044,"Infiltrator, The",5303775,7/13/2016,5,5,5,4,6,5,6,5,4,45,48,57,32,42,43,47,48,49,31,34,35,22,31,31,32,31,39,3,3,4,0,3,1,0,5,5,3,3,6,1,3,3,4,5,3,0,0,0,0,0,0,0,0,1,67,1601,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,3,1,0
65094,Disney's Christopher Robin,24585139,8/3/2018,32,23,25,34,44,35,23,30,34,87,82,84,91,91,89,78,90,80,43,36,40,50,46,42,47,43,43,12,8,10,13,16,14,7,10,9,15,11,13,18,19,17,10,13,9,10,4,7,10,16,12,7,8,6,70,3602,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,3,4,1,0
65237,Kingsman: The Golden Circle,39023010,9/22/2017,26,26,28,24,25,26,26,25,31,83,82,89,77,80,81,84,88,84,51,57,54,45,46,49,58,52,48,16,17,16,12,16,13,19,24,18,23,26,25,17,23,22,23,25,28,7,7,9,7,6,7,7,6,12,50,4003,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,3,2,0,1
65238,Snatched,19542248,5/12/2017,17,10,15,20,24,18,17,17,12,75,63,75,76,79,75,74,75,72,33,28,28,37,40,33,36,36,23,6,1,3,8,11,8,3,0,4,10,3,6,17,15,13,5,9,0,3,0,1,4,6,4,1,1,0,37,3501,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,3,1,0
65332,"Space Between Us, The",3775596,2/3/2017,11,8,9,15,13,11,11,11,12,67,60,62,74,71,67,65,68,70,32,29,26,39,31,31,31,33,34,2,2,2,6,1,4,1,0,4,5,3,5,8,4,5,3,5,5,1,0,1,2,1,1,1,2,2,16,2812,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,1
65334,"Darkness, The (2016)",4950859,5/13/2016,6,7,5,6,5,6,6,6,7,45,44,51,38,46,43,48,49,41,36,33,36,36,36,35,45,33,28,4,2,5,4,5,3,6,4,4,7,4,8,7,8,6,10,9,7,0,0,0,0,0,0,0,0,0,5,1755,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,3,1,0
65352,"Girl on the Train, The (2016)",24536265,10/7/2016,20,13,16,24,26,21,15,20,20,75,65,71,79,87,76,71,77,73,47,42,40,49,55,45,49,56,42,10,9,4,11,17,11,6,11,9,16,12,9,16,26,16,16,13,14,5,2,4,5,7,5,3,4,3,43,3144,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,3,2,0,2
65429,Hotel Transylvania 3: Summer Vacation,44076225,7/13/2018,22,17,14,24,31,22,22,24,12,85,87,82,93,84,85,81,91,77,42,35,36,45,50,40,41,50,34,8,6,4,9,12,9,5,3,9,12,7,6,16,18,12,8,14,6,6,5,2,6,11,7,4,7,2,59,4267,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,3,1,0
65450,Allied,12701743,11/23/2016,13,12,13,12,16,14,13,13,14,63,61,70,53,69,64,67,59,65,39,40,40,36,40,39,38,44,37,7,7,6,5,9,6,9,5,8,7,8,6,5,10,7,9,8,5,1,1,1,1,2,1,1,1,1,61,3160,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3,1,1,2
